Comunidades autónomas,Tipología penal,Ámbito,Calificación,periodo,Total
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,CREENCIAS O PRÁCTICAS RELIGIOSAS,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISFOBIA,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN GENERACIONAL,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE ENFERMEDAD,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,DISCRIMINACIÓN POR RAZÓN DE SEXO/GÉNERO,TOTAL calificación,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2022,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2021,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2020,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2019,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2018,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2017,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2016,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2015,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. PENALES,2014,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2024,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2023,0.0
EN EL EXTRANJERO,CONTRA LA SEGURIDAD SOCIAL,IDEOLOGIA,INFRACC. ADMINISTRAT./ RESTO INCIDENTES,2022,0.0
